소재지,Latitude,Longitude,도로명,주택유형,건축년도,건축구조,전용면적,건축면적,연면적,대지면적
부산광역시 해운대구 반송동 93-6,35.2307989,129.1610369,신반송로 194,아파트,1990,철근콘크리트구조,55.745,827,3455.71,9218
부산광역시 해운대구 반송동 93-6,35.2307989,129.1610369,신반송로 194,아파트,1990,철근콘크리트구조,55.745,827,3455.71,9218
부산광역시 해운대구 반송동 93-6,35.2307989,129.1610369,신반송로 194,아파트,1990,철근콘크리트구조,55.745,703.03,3282.26,9218
부산광역시 해운대구 반송동 62-412,35.231115,129.1572383,윗반송로51번길 104-38,다가구주택,1977,블록구조,,24.94,24.94,36
부산광역시 해운대구 반송동 646-8,35.2313017,129.1478133,반송로867번길 33-9,단독주택,1983,블록구조,,46.54,76.78,109
부산광역시 해운대구 반송동 327-6,35.2311786,129.1543436,윗반송로31번길 57-6,단독주택,1977,블록구조,,27,27,47
부산광역시 해운대구 반송동 40-754,35.2311851,129.1564624,윗반송로51번길 92-9,단독주택,1980,블록구조,,22.59,44.18,33
부산광역시 해운대구 반송동 40-743,35.2312099,129.1565857,윗반송로51번길 98-14,다가구주택,1981,블록구조,,23.1,23.1,36
부산광역시 해운대구 반송동 62-429,35.2312385,129.1567706,윗반송로51번길 98-19,단독주택,1985,블록구조,,18.63,18.63,32
부산광역시 해운대구 반송동 40-690,35.2313841,129.1557551,윗반송로51번길 91-17,단독주택,1995,기타조적구조,,29.25,87.75,33
부산광역시 해운대구 반송동 22-126,35.231412,129.1542259,윗반송로31번길 63-14,단독주택,1973,블록구조,,40,68.1,69
부산광역시 해운대구 반송동 40-733,35.231428,129.1565104,윗반송로51번길 104-6,단독주택,1981,블록구조,,34.71,34.71,35
부산광역시 해운대구 반송동 62-323,35.2314866,129.157316,윗반송로51번길 116-32,다가구주택,1977,블록구조,,53,53,36
부산광역시 해운대구 반송동 40-632,35.231563,129.1559875,윗반송로51번길 95-16,단독주택,1994,기타조적구조,,29.82,101.64,34
부산광역시 해운대구 반송동 40-599,35.2316038,129.1560719,윗반송로51번길 101-11,단독주택,1977,블록구조,,29.04,29.04,36
부산광역시 해운대구 반송동 331-12,35.2316521,129.1540448,반송로916번길 20,단독주택,1977,블록구조,,70.32,70.32,133
부산광역시 해운대구 반송동 62-317,35.2315966,129.157059,윗반송로51번길 116-22,단독주택,1973,블록구조,,32.73,32.73,34
부산광역시 해운대구 반송동 40-604,35.2317012,129.15585,윗반송로51번길 101-21,단독주택,1978,블록구조,,23.14,41,36
부산광역시 해운대구 반송동 62-276,35.2316866,129.1572811,윗반송로51번길 122-26,단독주택,1971,블록구조,,18.84,18.84,36
부산광역시 해운대구 반송동 332-23,35.2317453,129.1539608,반송로916번길 14-1,단독주택,1979,블록구조,,61.68,61.68,137
부산광역시 해운대구 반송동 62-255,35.2319532,129.1569091,윗반송로51번길 122-7,단독주택,1981,블록구조,,18.68,18.68,31
부산광역시 해운대구 반송동 40-510,35.2319918,129.1564468,윗반송로51번길 117-8,단독주택,1972,블록구조,,27.15,27.15,36
부산광역시 해운대구 반송동 384-7,35.2320949,129.1520041,반송로901번길 10-3,단독주택,1977,블록구조,,55.36,55.36,102
부산광역시 해운대구 반송동 641-5,35.2321936,129.1467046,운봉길 83-5,단독주택,1986,벽돌구조,,58.68,58.68,163
부산광역시 해운대구 반송동 40-475,35.232088,129.1563939,윗반송로51번길 123-11,단독주택,1977,블록구조,,24.1,24.1,36
부산광역시 해운대구 반송동 62-187,35.2320725,129.1575343,윗반송로51번길 136-27,단독주택,1979,블록구조,,19.84,39,33
부산광역시 해운대구 반송동 73-9,35.2320806,129.1576839,윗반송로 91,다가구주택,1978,블록구조,,28.99,54,34
부산광역시 해운대구 반송동 73-10,35.2320806,129.1576839,윗반송로51번길 142-30,단독주택,1978,블록구조,,25.99,45,30
부산광역시 해운대구 반송동 40-502,35.2321478,129.1560867,윗반송로51번길 117-24,단독주택,1981,블록구조,,22.35,42.12,33
부산광역시 해운대구 반송동 40-467,35.232148,129.1564894,윗반송로51번길 123-10,단독주택,1969,시멘트블럭조,,0,54.4,30
부산광역시 해운대구 반송동 62-152,35.2321607,129.1577221,윗반송로51번길 142-29,단독주택,1980,블록구조,,28.1,44.64,45
부산광역시 해운대구 반송동 40-481,35.232205,129.1561238,윗반송로51번길 123-23,단독주택,1982,블록구조,,27.57,39.54,36
부산광역시 해운대구 반송동 62-153,35.2321867,129.1576654,윗반송로51번길 142-27,단독주택,1980,블록구조,,22.64,41.8,34
부산광역시 해운대구 반송동 40-482,35.2322256,129.156076,윗반송로51번길 123-25,단독주택,1978,블록구조,,25.7,25.7,33
부산광역시 해운대구 반송동 40-463,35.2322263,129.1563113,윗반송로51번길 123-18,단독주택,1984,블록구조,,24.76,49.16,32
부산광역시 해운대구 반송동 62-156,35.2322434,129.1575363,윗반송로51번길 142-21,단독주택,1985,블록구조,,22.77,22.77,31
부산광역시 해운대구 반송동 40-460,35.2322853,129.1561771,윗반송로51번길 123-24,단독주택,1977,블록구조,,23.75,23.75,36
부산광역시 해운대구 반송동 40-424,35.2324053,129.1563112,윗반송로51번길 127-22,단독주택,1985,블록구조,,25.85,48.15,29
부산광역시 해운대구 반송동 40-450,35.2325468,129.155761,윗반송로35번길 126,단독주택,1978,시멘트블럭조,,0,85.05,36
부산광역시 해운대구 반송동 40-367,35.2325307,129.1566597,윗반송로51번길 141-13,단독주택,1977,블록구조,,26.04,26.04,36
부산광역시 해운대구 반송동 62-129,35.2325423,129.1572472,윗반송로51번길 146-7,단독주택,1982,블록구조,,31.74,63.48,36
부산광역시 해운대구 반송동 22-11,35.2325792,129.1552712,윗반송로31번길 119-5,단독주택,1977,블록구조,,32.85,32.85,33
부산광역시 해운대구 반송동 62-127,35.2325585,129.1573779,윗반송로51번길 152-12,단독주택,1976,블록구조,,17.52,17.52,36
부산광역시 해운대구 반송동 22-12,35.2325978,129.1552284,윗반송로31번길 119-7,단독주택,1977,블록구조,,27.44,27.44,33
부산광역시 해운대구 반송동 18-32,35.2326653,129.1550748,윗반송로31번길 119-13,다세대,1996,철근콘크리트구조,48.14,58.48,233.92,68
부산광역시 해운대구 반송동 40-374,35.2326742,129.1563342,윗반송로51번길 141-25,단독주택,1977,블록구조,,21.05,21.05,36
부산광역시 해운대구 반송동 15-62,35.2327149,129.1549631,윗반송로31번길 119-17,단독주택,1984,블록구조,,24.58,46.99,37
부산광역시 해운대구 반송동 40-329,35.2327835,129.1567042,윗반송로51번길 145-18,단독주택,1978,블록구조,,23.8,34,34
부산광역시 해운대구 반송동 40-271,35.232892,129.1570183,윗반송로51번길 157-9,다가구주택,1978,블록구조,,24.08,24.08,31
부산광역시 해운대구 반송동 62-46,35.2328926,129.1577163,윗반송로51번길 166-15,다가구주택,1993,기타조적구조,,29.7,89.1,34
부산광역시 해운대구 반송동 62-44,35.2329168,129.157823,윗반송로51번길 170-18,다가구주택,2004,벽돌구조,,59.8,146.28,71
부산광역시 해운대구 반송동 62-37,35.2330106,129.1576134,윗반송로51번길 170-10,단독주택,1979,시멘트블럭조,,0,23.8,33
부산광역시 해운대구 반송동 62-36,35.233031,129.1575671,윗반송로51번길 170-8,단독주택,1979,블록구조,,22.15,42.6,36
부산광역시 해운대구 반송동 40-280,35.2330751,129.156599,윗반송로51번길 157-25,단독주택,1977,블록구조,,30.15,30.15,34
부산광역시 해운대구 반송동 62-22,35.2330877,129.1576646,윗반송로51번길 170-9,단독주택,1979,기타조적구조,,29.4,58.8,33
부산광역시 해운대구 반송동 40-290,35.2331231,129.1563257,윗반송로51번길 151-34,단독주택,1980,블록구조,,54.61,103.3,33
부산광역시 해운대구 반송동 40-241,35.233117,129.156981,윗반송로51번길 165-15,다가구주택,1978,블록구조,,23,23,33
부산광역시 해운대구 반송동 40-242,35.2331374,129.1569347,윗반송로51번길 165-17,단독주택,1982,시멘트블럭조,,0,44.84,33
부산광역시 해운대구 반송동 59-50,35.233207,129.1582441,반송로948번길 39,단독주택,1980,블록구조,,31.14,52.54,36
부산광역시 해운대구 반송동 40-211,35.2332519,129.1570687,윗반송로51번길 169-15,단독주택,1978,블록구조,,26.7,26.7,34
부산광역시 해운대구 반송동 7-215,35.2333608,129.1574425,윗반송로51번길 177,단독주택,1991,벽돌구조,,96.6,434.7,110
부산광역시 해운대구 반송동 59-24,35.2333694,129.1584356,윗반송로51번길 194-28,다세대,1998,철근콘크리트구조,40.03,54.61,198.32,58.13
부산광역시 해운대구 반송동 757-102,35.2334462,129.1580937,윗반송로51번길 188-15,단독주택,1970,블록구조,,31.74,31.74,37
부산광역시 해운대구 반송동 40-145,35.2335303,129.1575224,반송로948번길 25,단독주택,1979,블록구조,,57.85,103.6,76
부산광역시 해운대구 반송동 7-193,35.2336954,129.1575408,윗반송로51번길 187-10,다세대,1995,기타조적구조,41.88,93.84,375.36,111
부산광역시 해운대구 반송동 40-137,35.2337067,129.1571272,반송로948번길 15-1,단독주택,1976,블록구조,,24.13,24.13,36
부산광역시 해운대구 반송동 7-149,35.2337478,129.1581985,윗반송로51번길 200-13,단독주택,1977,시멘트블럭조,,0,48.5,72
부산광역시 해운대구 반송동 7-150,35.2337804,129.1581255,윗반송로51번길 200-9,단독주택,1987,블록구조,,21.82,21.82,40
부산광역시 해운대구 반송동 54-59,35.2338721,129.1589359,윗반송로51번길 218-34,단독주택,1985,블록구조,,24.85,24.85,53
부산광역시 해운대구 반송동 54-57,35.2339073,129.1588594,윗반송로51번길 218-30,다세대,1997,철근콘크리트구조,52.64,62.3,249.2,74
부산광역시 해운대구 반송동 40-76,35.2339921,129.1572639,윗반송로51번길 193-24,단독주택,1976,블록구조,,23.47,23.47,36
부산광역시 해운대구 반송동 54-44,35.2340143,129.1588432,윗반송로51번길 218-25,단독주택,1976,블록구조,,35.7,57.12,37
부산광역시 해운대구 반송동 7-106,35.2340756,129.1583208,윗반송로51번길 212-9,단독주택,1977,블록구조,,23.2,39.06,36
부산광역시 해운대구 반송동 40-48,35.2341065,129.1573976,윗반송로51번길 199-22,단독주택,1980,시멘트블럭조,,0,20.94,36
부산광역시 해운대구 반송동 7-79,35.2341879,129.1584591,윗반송로51번길 218-11,단독주택,1976,블록구조,,22.6,22.6,40
부산광역시 해운대구 반송동 7-76,35.2342253,129.158547,윗반송로51번길 224-14,단독주택,1978,시멘트블럭조,,0,26.4,37
부산광역시 해운대구 반송동 7-85,35.2343515,129.1580932,윗반송로51번길 217-6,단독주택,1977,시멘트블럭조,,0,56.1,36
부산광역시 해운대구 반송동 7-57,35.2343449,129.1584895,윗반송로51번길 224-9,단독주택,1978,블록구조,,24.76,24.76,40
부산광역시 해운대구 반송동 40-13,35.2343579,129.1578514,윗반송로51번길 217-13,단독주택,1980,시멘트블럭조,,0,48.4,31
부산광역시 해운대구 반송동 7-59,35.234398,129.1583689,윗반송로51번길 226,다가구주택,1977,블록구조,,68.6,126.13,69
부산광역시 해운대구 반송동 40-5,35.2344581,129.1578542,윗반송로51번길 217-16,단독주택,1977,블록구조,,29.48,29.48,38
부산광역시 해운대구 반송동 54-6,35.2344556,129.1588439,윗반송로51번길 236-16,단독주택,1977,블록구조,,33,57.99,48
부산광역시 해운대구 반송동 40-9,35.2344801,129.1578046,윗반송로51번길 217-18,단독주택,1980,블록구조,,24.76,48.54,36
부산광역시 해운대구 반송동 6-155,35.2345603,129.1577919,윗반송로51번길 223-19,다가구주택,1994,기타조적구조,,31.02,93.06,40
부산광역시 해운대구 반송동 6-141,35.234613,129.1578951,윗반송로51번길 223-18,단독주택,1980,블록구조,,24.86,49.72,37
부산광역시 해운대구 반송동 6-146,35.2347225,129.1576497,윗반송로51번길 223-28,단독주택,1978,블록구조,,21,21,37
부산광역시 해운대구 반송동 7-7,35.2348695,129.1586999,윗반송로51번길 248-6,단독주택,1971,블록구조,,33.77,33.77,29
부산광역시 해운대구 반송동 566,35.2366969,129.1431812,운봉길186번길 28-4,단독주택,1941,일반목구조,,39.67,39.67,215
부산광역시 해운대구 반송동 549-1,35.2375953,129.1422856,운봉길186번길 56,단독주택,1981,기타조적구조,,179.42,179.42,976
